Moderator,Trump,Joe Biden
Happy,0.11,0.05551724137931034,0.18555555555555556
Angry,0.009285714285714286,0.012758620689655172,0.034444444444444444
Surprise,0.027142857142857142,0.052758620689655165,0.05222222222222222
Sad,0.10428571428571429,0.11586206896551725,0.15555555555555556
Fear,0.17785714285714288,0.24482758620689657,0.5744444444444444
