Moderator,Trump,Joe Biden
Happy,0.04390243902439025,0.11153846153846153,0.08657142857142856
Angry,0.006097560975609756,0.03596153846153846,0.03457142857142857
Surprise,0.13878048780487806,0.16326923076923078,0.17971428571428572
Sad,0.11317073170731709,0.10807692307692308,0.15057142857142855
Fear,0.2831707317073171,0.11923076923076924,0.17685714285714288
